!!sas,ex3d,
!!id,desc,answer
SXS_LZB1_C_01_CP05_006_1,实训室1号主变高压侧避雷器C相瓷瓶破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_LZB1_C_01_CP08_009_1,实训室1号主变高压侧避雷器C相瓷瓶破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_LZB1_C_01_CP09_010_1,实训室1号主变高压侧避雷器C相瓷瓶破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_LZB1_C_01_CP10_011_1,实训室1号主变高压侧避雷器C相瓷瓶破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_LZB1_C_02_CP03_008_1,实训室1号主变高压侧避雷器C相瓷瓶破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_LZB1_C_02_CP03_009_1,实训室1号主变高压侧避雷器C相瓷瓶破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_LZB1_C_02_CP05_005_1,实训室1号主变高压侧避雷器C相瓷瓶破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_LZB1_C_02_CP05_006_1,实训室1号主变高压侧避雷器C相瓷瓶破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_LM3M3_A_01_CP04_007_1,实训室220kV III母避雷器A相瓷瓶破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_LM3M3_A_01_CP05_008_1,实训室220kV III母避雷器A相瓷瓶破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_LM3M3_A_01_CP05_009_1,实训室220kV III母避雷器A相瓷瓶破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_PTM3M3_A_01_CP05_008_1,实训室220kV III母电压互感器A相瓷瓶上段破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_PTM3M3_A_01_CP05_007_1,实训室220kV III母电压互感器A相瓷瓶下段破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_LM2M2_A_01_CP04_007_1,实训室220kV II母避雷器A相瓷瓶破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_LM2M2_A_01_CP05_008_1,实训室220kV II母避雷器A相瓷瓶破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_LM2M2_A_01_CP05_009_1,实训室220kV II母避雷器A相瓷瓶破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_PTM2M2_A_01_CP05_008_1,实训室220kV II母电压互感器A相瓷瓶上段破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_PTM2M2_A_01_CP05_007_1,实训室220kV II母电压互感器A相瓷瓶下段破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_LM4M4_A_01_CP05_008_1,实训室220kV IV母避雷器A相瓷瓶破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_LM4M4_A_01_CP05_009_1,实训室220kV IV母避雷器A相瓷瓶破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_PTM4M4_A_01_CP05_008_1,实训室220kV IV母电压互感器A相瓷瓶上段破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_PTM4M4_A_01_CP05_007_1,实训室220kV IV母电压互感器A相瓷瓶下段破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_LM1M1_A_01_CP04_007_1,实训室220kV I母避雷器A相瓷瓶破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_PTM1M1_A_01_CP05_008_1,实训室220kV I母电压互感器A相瓷瓶上段破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_PTM1M1_A_01_CP05_007_1,实训室220kV I母电压互感器A相瓷瓶下段破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_LM3M3_B_01_CP04_007_1,实训室220kV III母避雷器B相瓷瓶破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_LM3M3_B_01_CP05_008_1,实训室220kV III母避雷器B相瓷瓶破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_LM3M3_B_01_CP05_009_1,实训室220kV III母避雷器B相瓷瓶破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_PTM3M3_B_01_CP05_008_1,实训室220kV III母电压互感器B相瓷瓶上段破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_PTM3M3_B_01_CP05_007_1,实训室220kV III母电压互感器B相瓷瓶下段破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_LM2M2_B_01_CP04_007_1,实训室220kV II母避雷器B相瓷瓶破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_LM2M2_B_01_CP05_008_1,实训室220kV II母避雷器B相瓷瓶破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_LM2M2_B_01_CP05_009_1,实训室220kV II母避雷器B相瓷瓶破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_PTM2M2_B_01_CP05_008_1,实训室220kV II母电压互感器B相瓷瓶上段破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_PTM2M2_B_01_CP05_007_1,实训室220kV II母电压互感器B相瓷瓶下段破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_LM4M4_B_01_CP05_008_1,实训室220kV IV母避雷器B相瓷瓶破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_LM4M4_B_01_CP05_009_1,实训室220kV IV母避雷器B相瓷瓶破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_PTM4M4_B_01_CP05_008_1,实训室220kV IV母电压互感器B相瓷瓶上段破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_PTM4M4_B_01_CP05_007_1,实训室220kV IV母电压互感器B相瓷瓶下段破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_LM1M1_B_01_CP04_007_1,实训室220kV I母避雷器B相瓷瓶破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_PTM1M1_B_01_CP05_008_1,实训室220kV I母电压互感器B相瓷瓶上段破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_PTM1M1_B_01_CP05_007_1,实训室220kV I母电压互感器B相瓷瓶下段破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_LM3M3_C_01_CP04_007_1,实训室220kV III母避雷器C相瓷瓶破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_LM3M3_C_01_CP05_008_1,实训室220kV III母避雷器C相瓷瓶破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_LM3M3_C_01_CP05_009_1,实训室220kV III母避雷器C相瓷瓶破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_PTM3M3_C_01_CP05_008_1,实训室220kV III母电压互感器C相瓷瓶上段破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_PTM3M3_C_01_CP05_007_1,实训室220kV III母电压互感器C相瓷瓶下段破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_LM2M2_C_01_CP04_007_1,实训室220kV II母避雷器C相瓷瓶破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_LM2M2_C_01_CP05_008_1,实训室220kV II母避雷器C相瓷瓶破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_LM2M2_C_01_CP05_009_1,实训室220kV II母避雷器C相瓷瓶破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_PTM2M2_C_01_CP05_008_1,实训室220kV II母电压互感器C相瓷瓶上段破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_PTM2M2_C_01_CP05_007_1,实训室220kV II母电压互感器C相瓷瓶下段破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_LM4M4_C_01_CP05_008_1,实训室220kV IV母避雷器C相瓷瓶破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_LM4M4_C_01_CP05_009_1,实训室220kV IV母避雷器C相瓷瓶破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_PTM4M4_C_01_CP05_008_1,实训室220kV IV母电压互感器C相瓷瓶上段破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_PTM4M4_C_01_CP05_007_1,实训室220kV IV母电压互感器C相瓷瓶下段破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_LM1M1_C_01_CP04_007_1,实训室220kV I母避雷器C相瓷瓶破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_PTM1M1_C_01_CP05_008_1,实训室220kV I母电压互感器C相瓷瓶上段破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_PTM1M1_C_01_CP05_007_1,实训室220kV I母电压互感器C相瓷瓶下段破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_CT2500_A_03_CP04_006_1,实训室2500电流互感器A相瓷瓶破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_CT2500_B_03_CP04_006_1,实训室2500电流互感器B相瓷瓶破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_CT2500_C_03_CP04_006_1,实训室2500电流互感器C相瓷瓶破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_CT2501_A_02_CP04_006_1,实训室2501电流互感器A相瓷瓶破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_CT2501_B_02_CP04_006_1,实训室2501电流互感器B相瓷瓶破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_CT2501_C_02_CP04_006_1,实训室2501电流互感器C相瓷瓶破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_CT2502_A_02_CP04_006_1,实训室2502电流互感器A相瓷瓶破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_CT2502_B_02_CP04_006_1,实训室2502电流互感器B相瓷瓶破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_CT2502_C_02_CP04_006_1,实训室2502电流互感器C相瓷瓶破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_CT2503_A_02_CP04_006_1,实训室2503电流互感器A相瓷瓶破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_CT2503_B_02_CP04_006_1,实训室2503电流互感器B相瓷瓶破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_CT2503_C_02_CP04_006_1,实训室2503电流互感器C相瓷瓶破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_CT2530_A_02_CP04_006_1,实训室2530电流互感器A相瓷瓶破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_CT2530_B_02_CP04_006_1,实训室2530电流互感器B相瓷瓶破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_CT2530_C_02_CP04_006_1,实训室2530电流互感器C相瓷瓶破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
SXS_SW211703_CP04_020_1,实训室2117刀闸A相上段瓷瓶破损,1、向网调汇报并申请立即停电处理、同时向地调、班长和班组现场工程师、中心运行专职汇报。@2、加强对缺陷进行跟踪、监视，以及时掌握设备缺陷的发展情况，并做好相关记录。
